ticker,company_name,exchange,sector,is_financial,is_constituent,market_cap,market_cap_source,last_price,shares_outstanding,latest_sec_filing_type,latest_sec_filing_date,market_data_date,sec_data_date,eligibility_status,exclusion_reason,data_source,collected_at
COST,Costco Wholesale Corporation Common Stock,NASDAQ,Consumer Discretionary,false,True,408776587587.0,provided,921.75,,10-Q,2026-06-03,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CPB,The Campbell's Company Common Stock,NASDAQ,Consumer Staples,false,False,6590357970.0,provided,22.1,,10-Q,2026-06-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CPRT,Copart Inc. (DE) Common Stock,NASDAQ,Consumer Discretionary,false,True,25478331985.0,provided,27.52,,10-Q,2026-05-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,NASDAQ,Technology,false,False,44042349950.0,provided,236.18,,10-K,2026-06-15,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,false,False,8826399812.0,provided,83.71,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CROX,Crocs Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,6517791128.0,provided,131.17,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CRUS,Cirrus Logic Inc. Common Stock,NASDAQ,Technology,false,False,6930185344.0,provided,137.36,,10-K,2026-05-21,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,NASDAQ,Technology,false,True,214577778074.0,provided,210.73,,10-Q,2026-06-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CRWV,CoreWeave Inc. Class A Common Stock,NASDAQ,Technology,false,True,43612893459.0,provided,79.94,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CSCO,Cisco Systems Inc. Common Stock (DE),NASDAQ,Telecommunications,false,True,461502584925.0,provided,117.09,,10-Q,2026-05-19,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CSGP,CoStar Group Inc. Common Stock,NASDAQ,Finance,true,False,11303286191.0,provided,27.68,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CSX,CSX Corporation Common Stock,NASDAQ,Industrials,false,True,92758291692.0,provided,49.92,,10-Q,2026-04-22,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CTAS,Cintas Corporation Common Stock,NASDAQ,Industrials,false,True,73757231275.0,provided,184.33,,10-Q,2026-04-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,NASDAQ,Technology,false,False,20390603251.0,provided,43.03,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CVLT,Commvault Systems Inc. Common Stock,NASDAQ,Technology,false,False,6156505636.0,provided,148.63,,10-K,2026-05-11,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CWST,Casella Waste Systems Inc. Class A Common Stock,NASDAQ,Utilities,false,False,6135814909.0,provided,96.46,,10-Q,2026-05-01,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CYTK,Cytokinetics Incorporated Common Stock,NASDAQ,Health Care,false,False,10194760050.0,provided,81.93,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
CZR,Caesars Entertainment Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,6079756361.0,provided,29.85,,10-Q,2026-04-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DASH,DoorDash Inc. Class A Common Stock,NASDAQ,Technology,false,True,81823618804.0,provided,187.79,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DBX,Dropbox Inc. Class A Common Stock,NASDAQ,Technology,false,False,6992020451.0,provided,29.97,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DDOG,Datadog Inc. Class A Common Stock,NASDAQ,Technology,false,True,96369101968.0,provided,270.73,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DKNG,DraftKings Inc. Class A Common Stock,NASDAQ,Consumer Discretionary,false,False,12507407477.0,provided,25.21,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DLTR,Dollar Tree Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,23937266681.0,provided,124.56,,10-Q,2026-05-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DNTH,Dianthus Therapeutics Inc. Common Stock,NASDAQ,Health Care,false,False,5536596078.0,provided,101.28,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DOCU,DocuSign Inc. Common Stock,NASDAQ,Technology,false,False,9428844743.0,provided,49.38,,10-Q,2026-06-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DOX,Amdocs Limited Ordinary Shares,NASDAQ,Technology,false,False,5609058046.0,provided,51.96,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DPZ,Domino's Pizza Inc Common Stock,NASDAQ,Consumer Discretionary,false,False,10306190420.0,provided,309.85,,10-Q,2026-04-27,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DRS,Leonardo DRS Inc. Common Stock,NASDAQ,Industrials,false,False,11836233800.0,provided,44.37,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DSGX,Descartes Systems Group Inc. (The) Common Stock,NASDAQ,Technology,false,False,6154743649.0,provided,71.825,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DUOL,Duolingo Inc. Class A Common Stock,NASDAQ,Technology,false,False,5980226567.0,provided,128.35,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
DXCM,DexCom Inc. Common Stock,NASDAQ,Health Care,false,True,28600905055.0,provided,74.12,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
EA,Electronic Arts Inc. Common Stock,NASDAQ,Consumer Discretionary,false,True,51817794169.0,provided,206.65,,10-K,2026-05-11,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
EBAY,eBay Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,50081558310.0,provided,112.54,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ECHO,EchoStar  Corporation Common Stock,NASDAQ,Consumer Discretionary,false,False,27387374616.0,provided,94.5,,10-Q,2026-05-11,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,NASDAQ,Utilities,false,False,12584826415.0,provided,90.25,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ENPH,Enphase Energy Inc. Common Stock,NASDAQ,Technology,false,False,5928942927.0,provided,44.985,,10-Q,2026-04-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ENSG,The Ensign Group Inc. Common Stock,NASDAQ,Health Care,false,False,9744601542.0,provided,166.73,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ENTG,Entegris Inc. Common Stock,NASDAQ,Industrials,false,False,21446075000.0,provided,140.63,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
EQIX,Equinix Inc. Common Stock REIT,NASDAQ,Real Estate,false,False,100945862798.0,provided,1023.54,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ERAS,Erasca Inc. Common Stock,NASDAQ,Health Care,false,False,6064198569.0,provided,19.5,,10-Q,2026-05-11,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ERIC,Ericsson American Depositary Shares,NASDAQ,Technology,false,False,34185506593.0,provided,10.14,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ERIE,Erie Indemnity Company Class A Common Stock,NASDAQ,Finance,true,False,11015313237.0,provided,238.47,,10-Q,2026-04-23,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ESLT,Elbit Systems Ltd. Ordinary Shares,NASDAQ,Industrials,false,False,34244527368.0,provided,736.3,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
EVRG,Evergy Inc. Common Stock,NASDAQ,Utilities,false,False,19927851011.0,provided,86.45,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
EWBC,East West Bancorp Inc. Common Stock,NASDAQ,Finance,true,False,17975279537.0,provided,131.21,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
EXC,Exelon Corporation Common Stock,NASDAQ,Utilities,false,True,48008926023.0,provided,46.92,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
EXE,Expand Energy Corporation Common Stock,NASDAQ,Energy,false,False,21006685231.0,provided,87.81,,10-Q,2026-04-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
EXEL,Exelixis Inc. Common Stock,NASDAQ,Health Care,false,False,14018072979.0,provided,55.77,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
EXPE,Expedia Group Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,31959478664.0,provided,266.28,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FANG,Diamondback Energy Inc. Common Stock,NASDAQ,Energy,false,True,53643632605.0,provided,190.69,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FAST,Fastenal Company Common Stock,NASDAQ,Consumer Discretionary,false,True,52511123690.0,provided,45.74,,10-Q,2026-04-16,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FCFS,FirstCash Holdings Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,9208334471.0,provided,210.06,,10-Q,2026-04-24,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FCNCA,First Citizens BancShares Inc. Class A Common Stock,NASDAQ,Finance,true,False,23895237132.0,provided,2062.25,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FER,Ferrovial N.V. Ordinary Shares,NASDAQ,Industrials,false,True,45843847957.0,provided,63.72,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FFIV,F5 Inc. Common Stock,NASDAQ,Telecommunications,false,False,24331364461.0,provided,431.26,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FIGR,Figure Technology Solutions Inc. Class A Common Stock,NASDAQ,Finance,true,False,6606653248.0,provided,29.96,,10-Q,2026-05-15,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FISV,Fiserv Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,26417402466.0,provided,49.54,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FIVE,Five Below Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,10678085232.0,provided,193.11,,10-Q,2026-06-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FLEX,Flex Ltd. Ordinary Shares,NASDAQ,Technology,false,False,48451354621.0,provided,132.24,,10-K,2026-05-20,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FORM,FormFactor Inc. FormFactor Inc. Common Stock,NASDAQ,Technology,false,False,9068478627.0,provided,116.33,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FOX,Fox Corporation Class B Common Stock,NASDAQ,Industrials,false,False,20799222593.0,provided,49.5,,10-Q,2026-05-11,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FOXA,Fox Corporation Class A Common Stock,NASDAQ,Industrials,false,False,23055623104.0,provided,54.87,,10-Q,2026-05-11,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FRHC,Freedom Holding Corp. Common Stock,NASDAQ,Finance,true,False,9127078237.0,provided,148.91,,10-K,2026-06-01,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FROG,JFrog Ltd. Ordinary Shares,NASDAQ,Technology,false,False,11042485237.0,provided,91.17,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FRVO,Fervo Energy Company Class A common stock,NASDAQ,Utilities,false,False,7372017249.0,provided,25.02,,10-Q,2026-06-23,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FSLR,First Solar Inc. Common Stock,NASDAQ,Technology,false,False,23702062811.0,provided,220.58,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FSV,FirstService Corporation Common Shares,NASDAQ,Finance,true,False,6654020634.0,provided,144.71,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FTAI,FTAI Aviation Ltd. Common Stock,NASDAQ,Industrials,false,False,21154660486.0,provided,206.22,,10-Q,2026-05-01,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FTNT,Fortinet Inc. Common Stock,NASDAQ,Technology,false,True,122227731071.0,provided,166.83,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FUTU,Futu Holdings Limited American Depositary Shares,NASDAQ,Finance,true,False,13754649238.0,provided,98.13,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,NASDAQ,Industrials,false,False,23090809935.0,provided,92.14,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,NASDAQ,Industrials,false,False,25278597766.0,provided,100.87,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GDS,GDS Holdings Limited ADS,NASDAQ,Technology,false,False,6426110049.0,provided,32.07,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GEHC,GE HealthCare Technologies Inc. Common Stock,NASDAQ,Health Care,false,True,28048627525.0,provided,61.66,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GEN,Gen Digital Inc. Common Stock,NASDAQ,Technology,false,False,16006667501.0,provided,26.57,,10-K,2026-05-21,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GFS,GlobalFoundries Inc. Ordinary Shares,NASDAQ,Technology,false,False,35271289858.0,provided,63.39,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,NASDAQ,Finance,true,False,8159768948.0,provided,50.8,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GH,Guardant Health Inc. Common Stock,NASDAQ,Health Care,false,False,21230574632.0,provided,160.11,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GILD,Gilead Sciences Inc. Common Stock,NASDAQ,Health Care,false,True,161453746415.0,provided,130.04,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GLBE,Global-E Online Ltd. Ordinary Shares,NASDAQ,Technology,false,False,6493271160.0,provided,38.75,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GLPI,Gaming and Leisure Properties Inc. Common Stock,NASDAQ,Real Estate,false,False,12425169012.0,provided,43.84,,10-Q,2026-04-23,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GLXY,Galaxy Digital Inc. Class A Common Stock,NASDAQ,Finance,true,False,9460582193.0,provided,24.22,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GMAB,Genmab A/S ADS,NASDAQ,Health Care,false,False,18455694618.0,provided,28.73,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GOOG,Alphabet Inc. Class C Capital Stock,NASDAQ,Technology,false,True,4329410280000.0,provided,357.33,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GOOGL,Alphabet Inc. Class A Common Stock,NASDAQ,Technology,false,True,4355823160000.0,provided,359.51,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GOOGM,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series A Mandatory Convertible Preferred Stock,NASDAQ,Technology,false,False,611373360000.0,provided,50.46,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GOOGN,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series B Mandatory Convertible Preferred Stock,NASDAQ,Technology,false,False,609071320000.0,provided,50.27,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GRAB,Grab Holdings Limited Class A Ordinary Shares,NASDAQ,Consumer Discretionary,false,False,15581830775.0,provided,3.8,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GSAT,Globalstar Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,10322432820.0,provided,80.15,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GTLB,GitLab Inc. Class A Common Stock,NASDAQ,Technology,false,False,5570322000.0,provided,32.98,,10-Q,2026-06-02,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
GTX,Garrett Motion Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,5930131775.0,provided,31.68,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HALO,Halozyme Therapeutics Inc. Common Stock,NASDAQ,Health Care,false,False,8901905650.0,provided,75.05,,10-Q,2026-05-11,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HAS,Hasbro Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,11095700067.0,provided,78.42,,10-Q,2026-05-13,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HBAN,Huntington Bancshares Incorporated Common Stock,NASDAQ,Finance,true,False,36184280978.0,provided,17.85,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,NASDAQ,Finance,true,False,50536365534.0,provided,24.93,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,NASDAQ,Finance,true,False,42000118632.0,provided,20.719,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,NASDAQ,Finance,true,False,32880058121.0,provided,16.22,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HBANZ,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock,NASDAQ,Finance,true,False,40076371705.0,provided,19.77,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HON,Honeywell International Inc. Common Stock,NASDAQ,Industrials,false,True,70550938381.0,provided,222.68,,10-Q,2026-04-23,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HONA,Honeywell Aerospace Inc. Common Stock,NASDAQ,Industrials,false,True,65768167523.0,provided,207.51,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HOOD,Robinhood Markets Inc. Class A Common Stock,NASDAQ,Finance,true,False,102162298717.0,provided,113.45,,10-Q,2026-04-29,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HQY,HealthEquity Inc. Common Stock,NASDAQ,Consumer Discretionary,false,False,7900403837.0,provided,94.5,,10-Q,2026-05-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HSIC,Henry Schein Inc. Common Stock,NASDAQ,Health Care,false,False,9900505351.0,provided,86.91,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HST,Host Hotels & Resorts Inc. Common Stock,NASDAQ,Real Estate,false,False,16012477590.0,provided,23.38,,10-Q,2026-05-08,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HTHT,H World Group Limited American Depositary Shares,NASDAQ,Consumer Discretionary,false,False,12673056581.0,provided,41.21,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HUT,Hut 8 Corp. Common Stock,NASDAQ,Finance,true,False,11071379033.0,provided,98.33,,10-Q,2026-05-06,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
HWC,Hancock Whitney Corporation Common Stock,NASDAQ,Finance,true,False,6169628727.0,provided,76.02,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
IBKR,Interactive Brokers Group Inc. Class A Common Stock,NASDAQ,Finance,true,False,162188381273.0,provided,95.61,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
IBRX,ImmunityBio Inc. Common Stock,NASDAQ,Health Care,false,False,8253149339.0,provided,7.88,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ICLR,ICON plc Ordinary Shares,NASDAQ,Health Care,false,False,12861013580.0,provided,167.97,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
IDCC,InterDigital Inc. Common Stock,NASDAQ,Miscellaneous,false,False,6861467524.0,provided,265.485,,10-Q,2026-04-30,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
IDXX,IDEXX Laboratories Inc. Common Stock,NASDAQ,Health Care,false,True,42650458818.0,provided,540.68,,10-Q,2026-05-05,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
IESC,IES Holdings Inc. Common Stock,NASDAQ,Industrials,false,False,12276102975.0,provided,616.15,,10-Q,2026-05-01,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
ILMN,Illumina Inc. Common Stock,NASDAQ,Health Care,false,False,28928560000.0,provided,191.2,,10-Q,2026-05-04,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
IMVT,Immunovant Inc. Common Stock,NASDAQ,Health Care,false,False,7959826712.0,provided,38.77,,10-K,2026-05-20,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
INCY,Incyte Corp. Common Stock,NASDAQ,Health Care,false,False,22948170090.0,provided,114.88,,10-Q,2026-04-28,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
INIO,INNIO N.V. Ordinary Shares,NASDAQ,Consumer Discretionary,false,False,23107500000.0,provided,30.81,,,,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
INSM,Insmed Incorporated Common Stock,NASDAQ,Health Care,false,False,23866612380.0,provided,110.11,,10-Q,2026-05-07,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
INTC,Intel Corporation Common Stock,NASDAQ,Technology,false,True,541601760000.0,provided,107.76,,10-Q,2026-04-24,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
INTU,Intuit Inc. Common Stock,NASDAQ,Technology,false,True,77255054910.0,provided,282.43,,10-Q,2026-05-20,2026-07-15,2026-07-15,unknown,,primary|sec_edgar,2026-07-15T01:56:41.354006+00:00
